	sequences per sample	iteration	Amz22chld.418485	Amz25chld.418466	Amz26chld.418481	Amz29adlt.418370	Amz2adltF.418633	Amz30adlt.418837	Amz32eldF.418511	Amz4adltF.418711	Amz4chldM2.418774	Amz5chldF1.418757	Amz5chldF2.418405	Amz5teenF.418519	Amz6chldM.418668	Amz6eldF.418597	Amz6eldM.418356	Amz7eldM.418423	TS1.418828	TS109.418691	TS111.418684	TS127.418550	TS129.418618	TS13.418619	TS163.418636	TS184.418577	TS193.418750	TS195.418848	TS25.418407	TS4.418810	TS7.418860	USchp18Mom.418783	USchp1Mom.418814	USchp25Child.418345	USchp25Mom.418780	USchp33ChildB.418578	USchp36Mom.418718	USchp3Child.418614	USchp3Mom.418727	USchp4Mom.418666	h101M.1.418586	h10M.1.418706	h122M.1.418534	h146M.1.418838	h147M.1.418531	h165M.1.418394	h186M.1.418788	h208M.1.418731	h235M.1.418489	h257M.1.418454	h264M.1.418377	h273M.1.418507	h279M.1.418530	h305M.1.418771	h37M.1.418863	h60M.1.418694	h68M.1.418773	h78M.1.418725	h85M.1.418596	h95M.1.418831	h9M.1.418588	k278A.2.418424
alpha_rarefaction_353_1.txt	353	1	17.98739	18.00334	19.70366	16.6396	14.35739	19.52362	18.87691	20.35074	16.04117	15.27369	18.18608	18.06252	19.84129	15.36063	22.91644	18.23027	17.66892	14.42279	19.05722	19.13857	16.4547	14.97851	13.02108	12.15169	14.36722	15.18307	17.08308	10.86478	17.49298	10.86131	15.56955	13.94059	12.9406	12.77211	19.03567	14.89663	15.5532	12.21405	16.50387	17.32039	16.09661	19.95198	16.65764	15.02668	20.82811	17.62799	20.58162	12.50918	19.78203	19.69416	16.05502	20.44374	18.84655	16.34633	18.61097	14.3069	18.76234	17.58783	14.59682	13.56336
alpha_rarefaction_353_2.txt	353	2	16.80095	18.26699	17.64771	18.57841	13.5274	18.86162	18.63445	18.18077	15.81104	15.36112	16.63688	17.32268	17.40088	16.17124	23.35959	18.79031	17.5471	15.28596	18.03935	19.93888	17.94412	16.64016	14.35453	11.59323	14.43177	15.07468	16.59048	11.01406	16.17447	11.52946	13.31882	15.00591	12.36044	12.07132	18.73206	15.20156	15.21344	11.25171	16.88823	17.0607	15.94958	20.25962	15.51368	15.5841	21.8236	17.48324	19.32597	12.45887	19.36272	20.88873	15.21057	20.02577	18.81839	17.52302	15.72893	13.43698	19.16629	18.04944	14.20683	13.42666
alpha_rarefaction_353_3.txt	353	3	17.62014	18.24733	18.16078	17.52435	14.84768	16.57624	18.36443	19.46525	15.86457	14.55266	16.30828	19.08365	19.25375	14.78721	23.27576	16.22894	17.74865	14.39342	17.54192	19.14664	18.10632	15.77138	12.30617	12.15086	15.1392	15.46056	17.17893	12.40557	16.33589	11.39723	14.90355	13.56436	12.55043	12.13475	17.86354	15.76961	15.18075	12.20541	18.42192	17.09693	15.82777	20.91852	16.10007	15.38622	20.24504	15.9696	21.8013	11.85768	19.58693	18.5748	14.54859	20.54878	19.05285	16.9865	16.32658	14.99047	18.6126	17.6094	14.1185	13.82296
alpha_rarefaction_353_4.txt	353	4	18.39129	16.80835	19.02355	17.35269	15.63024	17.80832	18.74137	17.96666	16.0943	14.12199	18.37029	18.15322	19.57855	15.7974	22.08614	17.66247	18.17078	14.81306	17.34714	19.87487	16.91164	14.83626	11.41714	13.03504	14.68993	14.97457	18.34266	11.30517	16.55337	12.23761	13.35474	12.62501	13.16072	12.4172	17.9942	15.00853	15.86402	12.19383	17.39073	16.09623	16.06252	19.31846	16.85349	15.19069	22.46231	17.111	20.20061	13.41585	18.96541	18.94917	15.33987	20.08648	17.17895	16.35586	15.76607	14.00776	18.32505	17.69972	13.99761	13.72135
alpha_rarefaction_353_5.txt	353	5	17.24173	18.34866	18.75476	17.38969	14.92747	19.33453	18.94591	19.1626	17.22604	15.30476	16.60267	19.35912	19.12906	17.13408	22.05574	16.34691	16.5284	14.11863	18.79096	19.37388	19.24599	14.75097	13.83569	11.33899	15.92303	15.60805	17.96121	12.20074	17.8907	11.41965	14.06527	14.5369	12.24849	11.51528	18.30758	14.72222	16.06896	11.71043	18.69122	16.68535	16.78054	20.05165	17.05222	15.78025	22.95058	17.92674	20.19601	12.7785	18.73072	20.24738	14.68038	21.39805	19.0034	16.54083	16.81483	15.40576	18.73353	20.12095	13.91727	13.59725
alpha_rarefaction_353_6.txt	353	6	16.71897	17.57786	17.95599	16.92034	15.33941	18.55702	17.93263	18.38143	15.90895	14.11302	17.95696	18.43236	20.09382	17.09995	22.20864	16.29097	17.7923	14.54444	17.9437	18.69473	16.10412	14.2736	13.0133	11.8296	15.04342	15.19084	16.89293	10.63423	16.87134	11.35759	14.56149	13.0455	13.39139	11.96037	17.5177	13.71717	14.54644	12.48772	18.58285	15.95555	16.4982	19.01644	17.58376	15.50724	21.35495	18.24958	20.06901	12.81762	19.71492	21.02118	15.12888	21.17499	19.11496	17.05081	16.29257	13.91124	20.16081	18.57363	14.02753	13.82333
alpha_rarefaction_353_7.txt	353	7	16.37595	16.76484	19.15843	18.18088	15.59649	18.4662	18.37839	17.80311	16.65633	14.15216	18.01213	18.07661	20.54861	15.69141	23.06194	16.66267	18.07286	13.62819	18.44026	19.55599	16.14847	16.28434	14.16866	12.7434	14.53464	14.80772	15.28007	12.17253	16.57711	11.17226	14.30413	13.26544	13.78376	12.06763	18.42909	14.64535	13.74019	10.76022	19.10798	17.65023	16.21528	21.21465	17.23497	15.994	22.03542	17.4329	20.10933	13.2412	18.97343	21.20012	13.36289	20.9432	18.22544	14.98904	16.17266	13.92698	18.20641	17.12172	14.11039	14.44083
alpha_rarefaction_353_8.txt	353	8	18.30834	17.59352	18.403	17.21435	15.40008	19.14463	18.01147	19.19257	15.74829	14.1995	17.02209	17.37855	18.3719	15.56038	21.85785	15.25584	17.1161	14.13438	17.9703	19.4254	17.26502	15.36418	13.53081	11.41075	15.67233	14.5946	17.21754	10.60749	16.06856	11.17904	14.45035	13.48847	14.55545	11.17076	19.46928	13.97579	15.77672	12.18055	17.77863	17.74925	15.79021	19.84286	15.56964	15.11645	22.18831	16.85101	20.28343	13.19242	19.50429	20.54641	15.37423	18.64817	18.39804	17.26865	16.75574	13.70656	19.09357	19.48259	13.71357	13.88307
alpha_rarefaction_353_9.txt	353	9	17.17393	17.77497	20.01614	17.21974	13.47849	18.95021	19.5626	18.71978	16.41333	14.77646	16.5995	18.398	19.80098	16.05401	22.26496	16.74787	16.27484	14.26769	17.55829	19.28892	16.68893	14.69054	13.29223	12.31743	14.63985	13.6347	16.36792	11.65119	17.17071	10.15287	12.94709	14.64094	12.507	11.59249	17.64352	14.3799	15.27897	12.00797	18.16541	16.62733	17.87778	19.18029	17.02748	15.444	23.3371	17.25354	22.53731	12.38702	17.93952	20.17758	16.27324	20.84116	18.39822	18.19295	16.46249	14.89462	18.08072	19.21109	14.97967	13.12778
alpha_rarefaction_402_0.txt	402	0	18.95889	19.51936	19.71687	17.90999	14.82051	18.38388	20.25176	19.55753	16.94888	16.02335	18.84371	19.93997	20.51498	15.74203	22.81586	17.15627	18.02165	16.20464	20.0691	20.34271	18.65773	16.35851	15.0264	12.71599	16.38564	15.32239	17.66251	11.67892	17.6722	12.20147	15.26436	15.01555	13.41332	12.35266	20.84558	15.27642	17.11525	12.57991	18.60878	17.65493	16.65021	19.68201	17.90098	15.6457	22.65685	17.79088	21.90215	12.25987	20.11916	21.98417	16.24772	21.29848	20.17557	17.81638	16.85638	15.55111	20.68363	20.50678	15.27244	14.16968
alpha_rarefaction_402_1.txt	402	1	16.96177	18.8893	20.8565	18.26741	14.708	20.63223	20.56203	19.9392	16.49356	16.25655	19.33773	18.80078	18.23569	16.69792	23.45275	18.41665	18.67451	16.81981	18.75306	20.00916	17.84865	16.09402	14.2703	11.64114	16.58899	15.83677	16.94271	12.82581	17.50256	10.58876	14.96857	14.55646	13.14827	11.96003	19.83924	15.34505	16.69111	12.24894	19.43379	17.65276	15.97829	20.84182	17.50063	17.09096	21.24127	16.55798	21.90785	12.79357	21.84099	20.51207	16.31925	22.57627	18.72727	17.35332	18.23288	15.6589	19.40059	20.22889	15.13995	13.48695
alpha_rarefaction_402_2.txt	402	2	19.86525	19.36262	21.08108	19.09553	16.98264	20.91952	20.13939	20.61281	16.49823	15.65711	17.62912	19.68516	20.29781	17.17496	23.45501	17.22526	19.7374	15.16612	21.21728	21.06847	18.45622	15.74573	13.78435	12.64277	15.13817	15.95824	19.03709	11.46099	17.92934	11.60204	14.29283	14.24175	13.28899	13.31988	19.22294	15.30603	16.29468	13.48949	18.71158	17.35536	18.83204	21.0296	18.96187	16.93593	21.9459	17.49949	21.34373	12.39795	20.57225	21.58142	17.34436	22.50707	19.8831	16.45691	17.70907	15.63646	18.89264	20.57981	13.19763	13.96629
alpha_rarefaction_402_3.txt	402	3	18.89218	18.01215	20.03027	19.34648	16.23012	20.8648	20.99916	20.41905	16.42485	15.71034	18.27463	19.31983	20.60432	17.45392	24.03073	17.41406	19.59289	13.76022	20.70593	20.26615	18.36133	16.63022	14.43173	14.10987	17.10621	16.27343	18.04595	13.17417	18.5179	11.66142	15.24657	15.0154	14.7331	12.44464	20.22825	14.56213	16.16475	13.27998	17.94259	19.3057	17.67419	19.05974	18.37304	16.15114	23.68143	17.41719	23.08908	13.48414	20.83969	21.86029	16.40595	21.96117	19.32115	17.03351	17.67258	14.77908	19.44556	19.49667	14.35506	14.96536
alpha_rarefaction_402_4.txt	402	4	18.41111	18.48615	21.05605	18.60088	15.16197	19.12222	20.6517	18.73303	17.2349	15.55547	18.67386	20.19167	20.61127	16.91303	23.68061	16.77354	20.30009	15.69351	19.48701	19.46199	19.23058	16.69355	14.32428	13.40988	15.4678	15.26203	17.2176	11.70588	18.64536	11.98922	15.806	13.14419	13.71325	13.17681	19.92828	14.78915	15.62804	12.72295	20.83127	17.81479	17.86806	19.85424	17.31034	16.50085	22.75832	19.33202	22.91173	12.19355	20.24944	21.21235	16.53541	22.17052	19.31511	18.03125	18.14602	15.42502	20.06124	19.42402	14.68797	14.79473
alpha_rarefaction_402_5.txt	402	5	18.77505	18.6863	19.74617	19.47222	16.29191	19.82321	19.61926	20.15689	16.8452	15.46339	18.92816	19.95071	20.64073	16.74366	23.16008	18.71932	17.71867	14.69207	18.75283	21.12847	18.34741	15.804	14.09884	12.36679	15.99471	16.28614	17.7787	11.38928	17.15552	11.46261	15.17021	14.41233	12.98509	12.2727	19.56393	15.25808	16.61043	12.47194	19.30932	18.80186	17.63951	20.55382	17.18865	16.15869	22.45493	18.21273	22.33361	12.94489	20.46317	21.41998	15.66385	21.1988	19.05702	17.76413	17.2439	14.979	20.74148	18.94016	15.05214	14.43322
alpha_rarefaction_402_6.txt	402	6	17.90203	18.99479	19.19299	17.69383	16.71252	18.93789	20.90838	19.24775	16.95419	15.77181	17.78484	19.10112	20.42352	17.48307	23.3296	18.06034	18.93226	15.6292	20.13998	19.0531	17.84996	16.94848	14.58707	12.91771	16.67969	16.85175	17.71827	11.49289	17.30268	11.34292	15.70927	14.04332	14.14925	14.12353	18.37641	14.45202	15.99731	12.3914	18.47525	18.25767	18.4187	22.19051	18.10676	14.9987	23.30666	19.11911	22.76592	12.85598	21.67993	22.56254	16.44976	21.56465	20.66884	18.04893	15.69874	14.17888	19.30295	19.98876	14.34636	14.44697
alpha_rarefaction_402_7.txt	402	7	18.13711	19.17499	21.3568	18.6067	15.58712	20.40751	20.69716	19.96104	16.30202	15.1313	19.43666	20.46621	18.90552	17.20048	23.9779	18.84293	17.87709	15.44637	19.34822	19.74138	18.92527	15.9723	14.6464	11.55552	15.76563	17.43642	18.06422	12.78293	17.38342	12.08146	15.44152	15.46401	12.92394	12.4155	19.62986	15.76673	17.23566	12.64338	19.71765	17.73431	17.57934	20.98975	17.39544	15.89071	20.73944	19.07406	23.07299	13.50371	20.10012	20.61245	16.71199	21.64561	18.28854	17.05921	16.22609	14.91985	18.17445	19.59693	16.11846	15.05417
alpha_rarefaction_402_8.txt	402	8	18.21603	18.26015	20.32723	19.78483	14.46054	18.87226	19.09778	19.629	16.54205	15.69588	17.86916	20.03796	19.6162	16.86022	23.95635	17.6223	18.30936	14.85163	19.78944	19.28957	18.26737	17.15463	13.68095	12.1917	17.73812	15.25834	17.57105	12.27714	18.07426	11.72773	15.34885	14.40602	14.06609	12.48238	19.5421	15.65148	16.41533	12.11495	16.93901	19.27876	17.0872	20.85324	16.91941	15.32107	22.20965	18.46221	22.8394	13.66487	21.26774	21.48846	16.72257	21.18545	19.73921	17.39587	16.83349	15.59167	19.09605	19.23437	14.94156	15.00245
alpha_rarefaction_402_9.txt	402	9	18.51173	19.1487	19.90427	18.14833	16.28819	18.29515	19.20986	19.89169	15.98617	15.51121	20.32191	20.21442	20.33785	15.84251	23.51704	19.3549	19.15118	15.67361	20.23978	20.38646	18.47698	14.61298	14.53145	12.42147	16.21985	15.49103	17.366	11.68852	18.35374	11.69009	15.26018	15.91982	14.25321	12.93819	19.37898	15.58062	17.61071	12.35809	19.9839	17.21537	17.83124	20.39508	16.92584	14.67207	22.76536	19.11951	21.85909	13.278	21.15497	21.3542	16.26495	22.70489	20.05722	18.12006	16.89995	16.13487	19.26279	19.70132	14.98016	14.66146
alpha_rarefaction_451_0.txt	451	0	18.98434	19.45141	21.52511	19.92545	17.52952	20.5033	21.50717	21.63018	17.40686	15.88729	19.83921	20.20024	21.99856	17.56092	23.95139	19.00096	19.24244	16.00983	20.64158	21.07365	18.55841	17.17683	14.36561	13.61385	16.00588	18.26841	19.41646	12.53966	19.27539	12.59446	15.15611	15.01107	15.33488	13.2403	21.03501	15.57577	16.91172	13.47173	19.315	18.93282	19.21108	22.50306	19.03565	17.02853	26.03906	20.21023	24.27695	13.9037	21.89293	21.90249	17.49704	22.65571	20.41666	18.78311	18.47921	17.69561	20.05078	18.92037	14.32311	15.47967
alpha_rarefaction_451_1.txt	451	1	21.1512	19.13624	21.32457	19.54673	16.95392	21.72873	21.43915	21.74833	17.28022	16.26393	20.23211	20.65279	22.59431	18.4907	24.4992	18.37456	20.83103	15.83766	20.39868	20.95455	19.16003	17.39724	14.79371	12.9409	17.89511	17.30214	19.01504	12.53922	17.83376	12.54536	15.96585	15.12229	13.77284	13.11111	21.28911	16.00869	16.41098	13.32884	19.30851	18.84922	17.15827	22.02445	17.93113	17.74873	22.55973	18.99184	23.06894	13.33282	21.29664	24.09971	18.38778	22.80802	20.82909	19.83234	19.81326	14.90278	20.9856	20.53865	15.00322	13.49889
alpha_rarefaction_451_2.txt	451	2	19.91434	19.2575	21.7656	19.75149	16.43915	20.18754	21.86126	20.33742	17.41639	16.40117	19.71996	21.07029	19.73887	19.21867	24.49841	19.12516	18.15636	16.59207	20.6621	19.90751	18.93591	17.88001	15.29023	13.23035	14.73602	16.62265	17.75025	13.82432	19.7131	11.37561	15.52492	14.40913	15.28045	13.55184	20.57928	16.4925	15.9889	14.04306	20.04804	18.83891	18.159	23.7482	18.29858	17.17516	25.03184	18.41831	23.16957	13.32958	20.6737	22.30045	17.82326	24.29259	21.01653	18.64082	18.93637	15.54457	21.57788	20.3813	16.05402	14.8115
alpha_rarefaction_451_3.txt	451	3	19.69939	19.28529	21.28174	19.42001	16.51076	21.38751	21.57519	21.28027	17.68487	16.51565	19.47349	21.63329	20.63048	17.72793	24.53932	18.03754	19.48533	16.73298	20.57419	21.42189	19.00329	17.49602	14.46048	12.29573	16.69355	16.40812	18.83743	12.87107	18.72926	13.04481	15.77741	15.42168	13.82933	13.9271	20.85137	14.92438	17.50091	13.09052	21.75939	18.48084	16.37813	23.56563	18.33967	16.26714	25.84207	20.47227	22.50097	13.70939	22.12356	21.9384	17.36731	23.009	20.59752	17.72505	17.0045	16.5235	22.12754	20.10872	15.9404	15.28043
alpha_rarefaction_451_4.txt	451	4	19.47364	20.14331	20.4177	19.25038	16.99371	21.68901	20.9897	21.19551	18.53965	15.70905	19.29551	20.53641	20.36801	18.17814	25.00634	18.34062	19.90765	15.64175	20.31353	20.34856	19.44293	16.86085	15.17822	14.15438	18.1538	16.45476	19.46089	12.63481	18.22718	11.89226	16.05727	15.15984	13.92479	14.1742	20.63842	16.57892	17.10886	12.92002	19.39062	19.17298	18.37366	21.64567	17.72289	17.36493	24.54475	19.89774	23.9823	14.34214	21.61622	21.97308	17.58684	23.99313	20.16176	19.68061	17.82908	17.54413	20.92006	22.64189	15.43399	15.29423
alpha_rarefaction_451_5.txt	451	5	18.82335	19.88738	22.60238	19.38816	16.48212	20.37851	19.8089	22.55321	17.13503	16.66504	18.8155	21.51991	21.76385	18.06249	24.71013	20.73337	18.94933	16.26934	20.59714	20.95818	19.63274	17.27569	15.08108	13.62813	16.66647	16.37596	19.83152	12.76376	18.89779	12.21719	15.98838	15.43252	14.98292	12.67336	20.17364	15.6759	17.15842	13.86766	20.81631	19.03576	17.91066	22.88793	18.84473	17.14839	24.31153	19.44283	23.24906	13.43748	22.49603	22.05591	16.98361	23.01012	19.5413	16.26241	18.40125	17.13851	19.99488	21.94712	15.15358	14.01549
alpha_rarefaction_451_6.txt	451	6	20.43757	19.39021	21.70494	19.096	16.7371	19.87226	21.41812	20.26589	17.48208	16.29899	19.82964	20.24463	21.06825	17.5149	25.12486	18.77713	19.44609	17.26045	20.38208	20.66893	18.04062	17.31233	14.67413	14.0341	16.35305	16.3927	18.92456	12.43273	17.51967	12.36899	14.78094	14.25506	14.38761	14.00317	20.95176	16.73698	16.66641	12.43899	20.79352	19.96458	18.35627	21.12165	18.04743	17.08102	23.20408	20.7065	23.38031	14.72275	22.03934	21.61613	17.13413	23.32968	19.96043	18.82083	19.14447	16.76527	20.93406	22.43009	15.71999	15.18843
alpha_rarefaction_451_7.txt	451	7	18.61196	19.03461	21.55091	18.85347	16.03973	21.52281	20.8193	20.40614	18.07121	16.04962	18.34206	19.6834	20.40922	18.64926	24.96762	19.74846	18.46975	15.45322	20.89238	21.3679	20.42951	16.88419	14.62733	13.2144	17.00196	16.79628	19.92712	11.273	18.98916	12.07558	15.88489	14.99961	12.79564	13.05788	22.36	15.42569	17.12425	12.84812	20.53485	19.16709	18.31041	20.62604	18.39673	17.32673	25.59392	19.73486	23.48877	14.04594	21.67094	21.76175	17.26737	23.42904	20.60765	18.54351	17.81375	15.8852	20.24875	19.93416	15.16485	15.40063
alpha_rarefaction_451_8.txt	451	8	19.51956	19.22812	21.76522	19.91928	16.78936	20.37171	21.0916	20.17821	18.36549	16.65957	20.17499	20.15729	20.9238	18.16605	23.9803	18.7505	19.5612	14.88958	19.49386	21.75857	18.18484	17.22762	15.60194	13.57321	15.9662	16.26045	18.30295	12.76196	19.56306	12.3852	15.51404	15.16007	14.83258	13.99498	20.16246	15.19154	18.39085	13.02231	18.87207	18.84819	16.91293	23.57208	18.91788	16.03873	23.12211	18.79095	23.88553	13.65784	21.84816	21.60609	17.4825	22.76723	21.22049	19.3374	16.23214	16.31834	20.96664	22.35202	15.81343	14.60382
alpha_rarefaction_451_9.txt	451	9	19.47176	19.87368	21.21499	19.47007	16.12823	19.69344	21.10053	20.90363	18.12263	15.78216	18.94352	19.39695	22.06858	17.83811	25.16422	17.93001	19.1958	15.26741	20.46271	20.73187	18.20913	16.85565	14.83442	12.8912	17.5472	16.9772	18.5357	13.14199	18.97385	13.2623	16.2212	14.88435	14.16738	14.20973	20.23888	16.23924	17.13407	12.8265	20.86957	17.88785	18.28345	20.86328	17.66544	16.76988	24.71649	17.82258	24.42265	13.27259	21.19575	22.03714	16.88212	23.39637	19.49234	18.71366	18.41551	16.30374	20.88072	20.92489	15.86526	15.07294
alpha_rarefaction_500_0.txt	500	0	21.14668	19.92273	22.98005	19.36644	17.81337	21.40821	21.99316	21.44895	18.90022	17.39201	21.84896	21.89494	21.77143	19.344	25.65054	19.9321	19.14869	15.8781	22.16173	21.3426	18.96944	17.473	15.25591	14.48671	17.04326	16.621	18.97243	14.59111	20.33183	13.17523	16.80055	15.94124	15.12848	14.01875	21.58433	15.98064	17.62468	14.28596	20.73565	20.59702	18.14168	24.06757	19.72768	18.54764	24.632	20.09865	25.59473	14.6457	21.85286	24.00909	18.74346	24.27798	22.28708	20.8871	17.96822	17.25116	22.08789	23.40386	16.86281	14.98397
alpha_rarefaction_500_1.txt	500	1	20.06701	20.33287	20.70043	20.20313	16.9366	21.32917	21.73005	22.14308	18.55508	17.33079	20.24967	21.40072	22.5398	18.11101	26.00406	19.4319	20.95162	17.80231	23.21688	21.58798	21.29913	18.64171	15.28755	13.40492	17.75652	17.56645	19.19317	12.96707	19.66916	12.85532	15.08253	16.24084	14.1515	14.30978	21.18545	16.7315	18.33955	13.65471	20.24621	20.40743	17.86375	23.6818	18.81064	18.00965	24.72765	20.14954	23.66059	13.90703	25.11385	24.3117	16.90684	22.43572	22.16444	21.33895	18.81455	17.76733	23.30901	21.17399	17.28393	15.9512
alpha_rarefaction_500_2.txt	500	2	20.8406	20.74564	23.33128	20.70497	17.94471	21.33588	22.42425	22.96155	18.8505	16.90583	19.31526	21.01451	21.52506	19.06628	25.89146	21.24119	19.82742	16.58679	21.75812	21.56342	19.39664	18.48061	15.79475	14.18287	18.58349	16.86538	19.84403	13.29442	20.50133	13.12553	16.46829	15.82472	15.31634	14.90192	22.37835	17.08934	18.75636	14.14234	18.89898	19.45005	20.1844	22.70643	20.69005	18.46678	25.68314	20.35089	25.13706	14.90097	21.5137	24.8554	18.25433	24.57219	20.64384	19.08067	17.84516	16.39109	22.38066	21.81	16.69257	16.24903
alpha_rarefaction_500_3.txt	500	3	19.58634	20.11481	23.15538	20.56057	16.58948	21.12318	23.23173	22.32027	19.31635	16.75657	21.49761	21.93812	20.26369	18.49139	25.63746	19.81573	20.15468	17.32811	21.71667	21.34833	17.9136	18.00932	15.04549	13.98824	16.43583	18.10399	19.34357	12.99969	19.50643	12.91159	16.86107	15.46861	14.98553	14.06445	21.84066	17.11013	17.57721	13.4261	19.80051	18.55596	19.82896	21.72375	18.40012	18.75043	24.04499	18.75781	24.82655	14.12086	23.61689	24.02919	18.05554	22.48938	22.50408	19.42296	19.93307	16.37513	23.30826	23.2757	17.08706	14.74001
alpha_rarefaction_500_4.txt	500	4	18.77799	20.2575	22.93001	20.36896	17.06576	21.28277	22.45136	21.1928	18.8132	16.88144	20.08247	22.05402	21.96714	19.58151	25.35909	19.72749	20.38733	15.95759	21.43876	21.87513	20.40638	18.42206	14.41463	14.12531	16.54511	15.86424	19.6653	12.86785	19.24227	12.57535	17.38629	15.59757	14.24547	12.98269	21.8183	16.7185	18.00927	14.62957	20.89256	19.88826	20.02078	23.09859	18.73651	18.93767	24.5223	20.52297	26.33457	14.14498	23.70767	22.49561	17.54487	25.63814	21.38123	20.11109	19.12803	16.45497	21.18108	21.96758	16.27969	15.93956
alpha_rarefaction_500_5.txt	500	5	20.78727	19.85284	22.61269	21.12016	17.26292	20.27729	21.83435	21.22197	18.78025	16.67537	20.9919	21.93594	22.44337	19.26799	25.59608	19.4806	20.46187	16.38615	21.22308	23.63368	20.77919	18.18528	15.97891	13.27738	18.14482	16.87029	20.82694	13.70695	20.08916	13.36018	17.26782	16.9853	15.09824	13.8246	20.91052	15.87584	16.66084	13.62342	19.26383	21.31974	18.18502	22.7498	20.44965	17.1191	24.05636	20.27772	23.42947	14.02383	21.32126	24.50361	17.7448	24.29834	21.08908	20.13737	19.52619	16.46672	22.4665	21.1957	16.43118	15.79277
alpha_rarefaction_500_6.txt	500	6	19.83116	19.83802	22.06151	19.72018	17.39109	20.91194	21.35392	22.54266	18.20766	16.64126	20.98912	22.70248	23.17283	19.13068	25.29878	20.15809	21.36094	15.88398	21.4587	22.75275	18.67496	18.51894	15.72188	13.54204	17.39343	17.59676	18.38931	12.82567	20.38884	13.68875	16.01172	16.36415	15.40914	13.91228	20.60612	16.79856	17.86807	14.11003	20.9774	19.49507	20.09488	25.23084	18.83982	17.85967	24.4557	18.92809	26.24325	13.97704	22.42104	22.578	17.71417	24.77675	20.66477	19.90153	18.78657	16.73627	21.38516	21.56794	15.89282	15.37298
alpha_rarefaction_500_7.txt	500	7	20.52763	20.4271	23.06215	19.93352	16.57064	21.29594	23.57846	21.94789	18.44593	16.7003	21.91661	21.77397	22.8129	19.67278	25.77347	20.44721	19.65304	17.18571	21.31657	22.63417	20.7067	17.92854	16.05547	13.13397	16.50132	16.96819	21.17345	13.11711	19.17662	12.72451	15.13586	15.12982	14.5799	13.68441	20.40892	17.65324	18.57497	14.39333	19.60527	19.28136	19.96433	23.92414	19.80732	18.82427	24.78002	21.26361	25.64686	14.88186	23.29594	24.1495	17.13011	24.12952	21.35275	20.1572	19.57678	16.66504	22.2586	22.14897	16.30834	15.01052
alpha_rarefaction_500_8.txt	500	8	18.89979	20.51385	21.29284	19.39099	17.10644	21.25881	22.54735	22.29826	19.19061	17.45081	19.61538	21.19378	21.97927	18.97421	26.04578	19.79611	20.89732	17.22125	21.42911	23.65145	20.43401	18.43235	15.19121	14.48424	17.1425	17.782	20.94299	13.36249	20.72922	12.5994	16.40635	16.67701	15.99835	13.80465	22.24233	17.68922	18.75868	14.30364	20.58254	19.18369	19.22742	23.75714	19.1705	17.85153	26.49357	20.40815	24.64445	13.66863	22.26726	23.13071	19.02383	23.52973	20.75399	20.23109	19.571	17.68005	22.66399	22.30169	14.80079	15.58016
alpha_rarefaction_500_9.txt	500	9	20.43762	19.84574	22.80991	21.35126	16.77956	21.1877	21.83187	22.44829	18.19959	16.65461	21.51224	20.73818	21.51527	19.44373	25.59829	18.69015	20.73836	16.88152	19.74909	21.79006	20.13577	18.88444	14.78609	13.77239	18.10831	17.51304	19.72329	13.76919	20.75323	12.70592	16.63121	16.59403	15.69264	15.86246	21.811	16.95205	17.58702	13.54598	20.20814	20.39008	18.68608	22.10459	19.67082	18.76727	24.06978	20.47388	24.4843	15.50343	24.71099	23.40353	17.88578	24.62611	21.80444	20.17929	19.68018	16.67699	20.34851	23.08407	17.06887	15.04377
